Date,Item_ID,Item_Name,Category,Subcategory,Unit,Current_Stock,Reorder_Level,Daily_Usage,Lead_Time,Price_per_Unit,Supplier_Name,Seasonal_Factor,Waste_Percentage
2024-02-17,22,egg,Non-Veg,Poultry,pieces,9.76,4.16,3.63,1,50,Supplier A,1.12,3.48
2024-02-17,23,eggs,Non-Veg,Poultry,pieces,18.37,5.5,1.0,3,6,Supplier B,1.2,0.66
2024-02-17,24,evaporated milk,Veg,Dairy,liter,16.31,7.37,2.52,4,250,Supplier C,1.17,3.19
2024-02-17,25,fish broth,Non-Veg,Fish,liter,16.12,8.33,2.99,3,70,Supplier B,1.05,4.19
2024-02-17,26,flat rice noodles,Veg,Grain,kg,21.53,7.82,2.0,2,50,Supplier B,0.87,3.09
2024-02-17,27,flour,Veg,Grain,kg,21.03,8.13,2.94,1,600,Supplier C,1.31,3.8
2024-02-17,28,fries,Veg,Vegetable,kg,16.200000000000003,6.57,4.48,2,450,Supplier B,1.31,1.1
2024-02-17,29,galangal,Veg,Vegetable,kg,22.26,7.86,4.96,4,35,Supplier B,1.14,1.48
2024-02-17,30,garlic,Veg,Grocery,kg,17.09,4.54,6.0,2,6,Supplier A,1.21,1.97
2024-02-17,31,ghee,Veg,Dairy,kg,22.05,8.66,4.72,1,280,Supplier A,1.23,4.23
2024-02-17,32,ginger,Veg,Grocery,kg,16.63,8.84,0.56,1,600,Supplier B,0.8,0.35
2024-02-17,33,kaya,Veg,Vegetable,kg,21.19,6.72,1.53,1,35,Supplier B,0.83,1.92
2024-02-17,34,lemon,Veg,Fruit,kg,10.77,6.42,4.3,4,250,Supplier A,0.97,4.32
2024-02-17,35,lemongrass,Veg,Fruit,kg,9.22,8.28,2.81,2,280,Supplier C,1.06,2.94
2024-02-17,36,mint,Veg,Herb,kg,18.86,6.23,1.97,3,40,Supplier B,0.83,1.98
2024-02-17,37,mushrooms,Veg,Vegetable,kg,17.14,8.57,3.63,2,40,Supplier C,0.89,2.57
2024-02-17,38,onion,Veg,Grocery,kg,18.84,6.94,6.0,3,6,Supplier A,1.16,1.93
2024-02-17,39,palm sugar,Veg,Grocery,kg,16.16,5.95,1.48,2,40,Supplier B,0.92,2.63
2024-02-17,40,peanuts,Veg,Vegetable,kg,16.89,8.04,3.92,2,280,Supplier B,0.98,0.18
2024-02-17,41,prawns,Non-Veg,Fish,kg,18.82,6.45,2.7,4,280,Supplier C,1.26,3.44
2024-02-17,42,red beans,Veg,Vegetable,kg,16.79,4.43,4.0,1,50,Supplier A,0.91,3.3
2024-02-17,43,rice,Veg,Grain,kg,14.830000000000002,4.92,1.62,2,600,Supplier A,1.03,2.87
2024-02-17,44,rice flour jelly,Veg,Grain,kg,19.54,8.59,2.29,1,450,Supplier C,0.93,1.6
2024-02-17,45,rice noodles,Veg,Grain,kg,18.77,6.82,4.61,1,70,Supplier A,0.95,1.59
2024-02-17,46,sambal,Veg,Vegetable,kg,19.86,4.24,4.22,1,50,Supplier A,0.99,1.71
2024-02-17,47,shrimp paste,Non-Veg,Fish,kg,18.950000000000003,4.77,2.17,2,40,Supplier A,0.86,1.84
2024-02-17,48,soft-boiled eggs,Non-Veg,Poultry,liter,14.28,5.05,3.0,1,6,Supplier C,1.27,4.81
2024-02-17,49,soy sauce,Veg,Grocery,liter,15.74,6.03,1.66,2,40,Supplier B,1.21,4.45
2024-02-17,50,spaghetti,Veg,Vegetable,kg,9.03,8.43,3.04,3,50,Supplier A,1.17,2.64
2024-02-17,51,spices,Veg,Grocery,kg,14.27,9.02,1.93,4,600,Supplier B,0.89,1.58
2024-02-17,52,sugar syrup,Veg,Grocery,liter,9.51,9.94,2.0,3,50,Supplier C,1.39,2.01
2024-02-17,53,tamarind,Veg,Grocery,kg,11.92,8.25,2.15,3,280,Supplier C,1.34,2.62
2024-02-17,54,tandoori masala,Veg,Vegetable,kg,10.94,7.28,3.0,1,50,Supplier B,1.21,2.37
2024-02-17,55,vegetable broth,Veg,Vegetable,liter,8.36,3.16,3.25,3,250,Supplier C,0.9,3.06
2024-02-17,56,water,Veg,Vegetable,liter,17.17,3.45,4.35,4,40,Supplier C,1.14,1.1
2024-02-17,57,white bread,Veg,Grain,kg,6.52,5.07,0.8,3,450,Supplier A,1.15,0.21
2024-02-17,58,yogurt,Veg,Dairy,kg,13.239999999999998,8.31,2.04,1,250,Supplier B,1.01,2.54
2024-02-18,1,anchovies,Non-Veg,Fish,kg,24.63,8.57,4.68,3,40,Supplier A,0.97,2.25
2024-02-18,2,bean sprouts,Veg,Vegetable,kg,7.59,8.22,2.06,1,450,Supplier B,1.42,2.03
2024-02-18,3,beef,Non-Veg,Meat,kg,11.32,6.1,2.53,3,600,Supplier A,0.89,1.05
2024-02-18,4,beef bacon,Non-Veg,Meat,kg,17.36,8.04,1.53,3,250,Supplier A,1.2,2.99
2024-02-18,5,black pepper,Veg,Grocery,kg,11.46,4.12,0.64,2,250,Supplier A,0.9,1.57
2024-02-18,6,black pepper sauce,Veg,Grocery,liter,20.5,4.26,2.46,3,35,Supplier B,1.26,2.71
2024-02-18,7,black tea,Veg,Vegetable,kg,12.38,5.15,3.6,2,40,Supplier B,1.48,0.77
2024-02-18,8,butter,Veg,Dairy,kg,20.32,3.59,1.97,1,50,Supplier A,0.98,2.17
2024-02-18,9,cheese,Veg,Dairy,kg,12.41,6.41,3.31,1,40,Supplier B,1.49,2.21
2024-02-18,10,chicken,Non-Veg,Meat,kg,19.05,3.56,5.0,1,50,Supplier A,1.4,1.97
2024-02-18,11,chicken thigh,Non-Veg,Meat,kg,26.9,5.85,9.0,3,6,Supplier A,1.09,3.49
2024-02-18,12,chili,Veg,Grocery,kg,18.71,5.0,1.32,1,450,Supplier C,1.19,2.88
2024-02-18,13,chili sauce,Veg,Grocery,liter,19.54,8.59,2.29,1,450,Supplier C,0.93,1.6
2024-02-18,14,chives,Veg,Vegetable,kg,18.08,9.89,4.96,4,40,Supplier C,1.45,1.86
2024-02-18,15,cockles,Non-Veg,Fish,kg,18.16,4.13,2.01,4,250,Supplier C,1.33,2.78
2024-02-18,16,coconut milk,Veg,Dairy,liter,21.22,4.33,2.52,4,250,Supplier B,1.26,2.35
2024-02-18,17,coleslaw,Veg,Vegetable,kg,9.76,4.16,3.63,1,50,Supplier A,1.12,3.48
2024-02-18,18,condensed milk,Veg,Dairy,liter,22.16,8.31,7.0,3,50,Supplier A,1.23,3.36
2024-02-18,19,cream,Veg,Dairy,liter,13.04,6.31,4.22,4,450,Supplier A,0.98,2.82
2024-02-18,20,cucumber,Veg,Grocery,kg,21.76,8.03,2.46,4,50,Supplier C,0.86,0.96
2024-02-18,21,curry,Veg,Vegetable,kg,8.33,6.25,3.18,4,250,Supplier C,1.08,0.21
2024-02-18,22,egg,Non-Veg,Poultry,pieces,20.58,9.7,4.85,2,50,Supplier B,1.01,4.03
2024-02-18,23,eggs,Non-Veg,Poultry,pieces,14.28,5.05,3.0,1,6,Supplier C,1.27,4.81
2024-02-18,24,evaporated milk,Veg,Dairy,liter,16.080000000000002,7.58,0.87,3,250,Supplier B,1.47,4.34
2024-02-18,25,fish broth,Non-Veg,Fish,liter,9.36,6.73,3.63,1,70,Supplier A,1.28,1.1
2024-02-18,26,flat rice noodles,Veg,Grain,kg,15.71,7.24,6.0,1,50,Supplier A,1.34,3.03
2024-02-18,27,flour,Veg,Grain,kg,12.16,5.73,4.68,3,600,Supplier B,1.44,2.06
2024-02-18,28,fries,Veg,Vegetable,kg,11.23,7.28,2.39,4,450,Supplier B,1.15,2.56
2024-02-18,29,galangal,Veg,Vegetable,kg,19.61,4.35,3.92,3,35,Supplier B,0.93,4.0
2024-02-18,30,garlic,Veg,Grocery,kg,25.04,9.73,8.0,3,6,Supplier B,1.47,3.2
2024-02-18,31,ghee,Veg,Dairy,kg,8.459999999999999,4.03,0.95,3,280,Supplier B,0.92,4.93
2024-02-18,32,ginger,Veg,Grocery,kg,20.59,7.3,3.43,1,600,Supplier C,1.35,2.3
2024-02-18,33,kaya,Veg,Vegetable,kg,21.28,6.04,2.69,1,35,Supplier B,1.2,2.51
2024-02-18,34,lemon,Veg,Fruit,kg,17.96,5.94,2.0,3,250,Supplier C,1.17,1.86
2024-02-18,35,lemongrass,Veg,Fruit,kg,21.84,5.05,4.86,4,280,Supplier B,1.14,0.57
2024-02-18,36,mint,Veg,Herb,kg,10.04,5.49,4.6,2,40,Supplier B,0.97,1.35
2024-02-18,37,mushrooms,Veg,Vegetable,kg,18.33,6.1,3.19,1,40,Supplier B,1.28,3.59
2024-02-18,38,onion,Veg,Grocery,kg,16.42,7.72,2.0,2,6,Supplier B,1.36,4.34
2024-02-18,39,palm sugar,Veg,Grocery,kg,11.07,7.5,1.57,4,40,Supplier A,1.17,2.93
2024-02-18,40,peanuts,Veg,Vegetable,kg,16.57,9.85,1.65,3,280,Supplier C,1.15,3.42
2024-02-18,41,prawns,Non-Veg,Fish,kg,11.65,8.93,3.26,2,280,Supplier A,1.46,0.83
2024-02-18,42,red beans,Veg,Vegetable,kg,15.0,3.84,6.0,1,50,Supplier A,0.83,0.26
2024-02-18,43,rice,Veg,Grain,kg,21.39,4.0,1.59,4,600,Supplier A,0.95,2.41
2024-02-18,44,rice flour jelly,Veg,Grain,kg,13.49,9.21,2.65,1,450,Supplier B,1.14,3.93
2024-02-18,45,rice noodles,Veg,Grain,kg,11.13,8.54,1.4,4,70,Supplier B,1.35,4.14
2024-02-18,46,sambal,Veg,Vegetable,kg,18.16,8.86,2.81,4,50,Supplier A,1.02,2.22
2024-02-18,47,shrimp paste,Non-Veg,Fish,kg,12.84,5.34,0.95,4,40,Supplier A,0.81,3.54
2024-02-18,48,soft-boiled eggs,Non-Veg,Poultry,liter,21.12,9.4,2.0,4,6,Supplier C,1.16,0.34
2024-02-18,49,soy sauce,Veg,Grocery,liter,10.33,5.37,4.63,3,40,Supplier A,1.36,1.89
2024-02-18,50,spaghetti,Veg,Vegetable,kg,9.66,9.29,4.31,1,50,Supplier B,1.0,3.03
2024-02-18,51,spices,Veg,Grocery,kg,21.23,5.27,3.53,2,600,Supplier C,1.46,4.45
2024-02-18,52,sugar syrup,Veg,Grocery,liter,22.78,8.38,3.0,3,50,Supplier B,1.1,2.06
2024-02-18,53,tamarind,Veg,Grocery,kg,20.21,9.64,4.95,2,280,Supplier A,0.86,4.64
2024-02-18,54,tandoori masala,Veg,Vegetable,kg,8.780000000000001,5.36,3.0,2,50,Supplier B,1.18,2.74
2024-02-18,55,vegetable broth,Veg,Vegetable,liter,15.63,6.42,1.73,3,250,Supplier B,1.32,2.22
2024-02-18,56,water,Veg,Vegetable,liter,16.990000000000002,6.6,0.53,2,40,Supplier B,1.2,2.22
2024-02-18,57,white bread,Veg,Grain,kg,19.0,3.84,1.54,3,450,Supplier B,0.95,0.88
2024-02-18,58,yogurt,Veg,Dairy,kg,7.99,8.35,1.21,4,250,Supplier C,1.46,2.81
2024-02-19,1,anchovies,Non-Veg,Fish,kg,19.42,6.64,2.84,4,40,Supplier B,1.48,4.08
2024-02-19,2,bean sprouts,Veg,Vegetable,kg,15.31,3.35,2.79,4,450,Supplier B,1.4,1.39
2024-02-19,3,beef,Non-Veg,Meat,kg,12.75,3.43,1.33,4,600,Supplier B,1.06,2.09
2024-02-19,4,beef bacon,Non-Veg,Meat,kg,15.75,6.35,2.19,2,250,Supplier B,0.8,1.1
2024-02-19,5,black pepper,Veg,Grocery,kg,19.25,5.4,0.99,3,250,Supplier C,0.85,2.06
2024-02-19,6,black pepper sauce,Veg,Grocery,liter,17.779999999999998,7.13,0.9,3,35,Supplier B,1.33,0.14
2024-02-19,7,black tea,Veg,Vegetable,kg,19.5,9.14,3.06,1,40,Supplier B,1.18,0.51
2024-02-19,8,butter,Veg,Dairy,kg,12.07,9.07,3.87,2,50,Supplier A,1.17,2.69
2024-02-19,9,cheese,Veg,Dairy,kg,16.990000000000002,6.6,0.53,2,40,Supplier B,1.2,2.22
2024-02-19,10,chicken,Non-Veg,Meat,kg,14.27,8.01,8.0,1,50,Supplier C,0.87,4.01
2024-02-19,11,chicken thigh,Non-Veg,Meat,kg,26.99,6.89,7.0,2,6,Supplier A,0.82,4.58
2024-02-19,12,chili,Veg,Grocery,kg,6.53,7.67,0.88,1,450,Supplier C,1.16,0.56
2024-02-19,13,chili sauce,Veg,Grocery,liter,7.75,4.88,2.41,4,450,Supplier C,1.08,3.49
2024-02-19,14,chives,Veg,Vegetable,kg,22.86,5.28,4.54,1,40,Supplier C,1.27,2.18
2024-02-19,15,cockles,Non-Veg,Fish,kg,17.47,8.94,1.32,4,250,Supplier B,0.85,3.24
2024-02-19,16,coconut milk,Veg,Dairy,liter,8.72,3.53,1.72,2,250,Supplier A,1.31,4.75
2024-02-19,17,coleslaw,Veg,Vegetable,kg,20.58,8.88,2.86,4,50,Supplier B,0.94,3.73
2024-02-19,18,condensed milk,Veg,Dairy,liter,17.08,6.87,5.0,1,50,Supplier B,0.85,1.12
2024-02-19,19,cream,Veg,Dairy,liter,10.99,8.47,1.01,1,450,Supplier C,1.04,1.4
2024-02-19,20,cucumber,Veg,Grocery,kg,10.08,8.16,2.83,1,50,Supplier C,0.83,2.22
2024-02-19,21,curry,Veg,Vegetable,kg,11.95,3.59,1.61,1,250,Supplier B,1.03,3.43
2024-02-19,22,egg,Non-Veg,Poultry,pieces,9.76,4.16,3.63,1,50,Supplier A,1.12,3.48
2024-02-19,23,eggs,Non-Veg,Poultry,pieces,18.61,3.27,1.0,4,6,Supplier A,1.38,3.91
2024-02-19,24,evaporated milk,Veg,Dairy,liter,5.77,7.22,0.5,3,250,Supplier A,0.84,0.76
2024-02-19,25,fish broth,Non-Veg,Fish,liter,15.5,4.7,2.51,1,70,Supplier A,0.93,3.69
2024-02-19,26,flat rice noodles,Veg,Grain,kg,15.29,3.4,9.0,3,50,Supplier A,1.13,4.88
2024-02-19,27,flour,Veg,Grain,kg,10.95,7.32,2.95,1,600,Supplier B,1.49,1.27
2024-02-19,28,fries,Veg,Vegetable,kg,7.06,8.02,1.26,3,450,Supplier B,0.86,1.09
2024-02-19,29,galangal,Veg,Vegetable,kg,7.01,9.4,1.73,1,35,Supplier C,1.15,4.08
2024-02-19,30,garlic,Veg,Grocery,kg,18.98,9.41,1.0,1,6,Supplier C,1.35,3.33
2024-02-19,31,ghee,Veg,Dairy,kg,16.89,8.04,3.92,2,280,Supplier B,0.98,0.18
2024-02-19,32,ginger,Veg,Grocery,kg,10.95,7.32,2.95,1,600,Supplier B,1.49,1.27
2024-02-19,33,kaya,Veg,Vegetable,kg,13.62,8.56,3.29,4,35,Supplier A,1.41,2.01
2024-02-19,34,lemon,Veg,Fruit,kg,10.65,8.64,4.33,4,250,Supplier A,0.86,4.48
2024-02-19,35,lemongrass,Veg,Fruit,kg,17.83,5.17,3.71,1,280,Supplier B,1.47,3.59
2024-02-19,36,mint,Veg,Herb,kg,19.5,9.14,3.06,1,40,Supplier B,1.18,0.51
2024-02-19,37,mushrooms,Veg,Vegetable,kg,9.91,4.8,3.52,4,40,Supplier B,0.89,3.78
2024-02-19,38,onion,Veg,Grocery,kg,22.44,3.38,8.0,4,6,Supplier C,0.87,2.01
2024-02-19,39,palm sugar,Veg,Grocery,kg,21.42,8.63,3.35,4,40,Supplier A,1.42,2.08
2024-02-19,40,peanuts,Veg,Vegetable,kg,19.01,6.36,2.35,3,280,Supplier B,1.22,0.75
2024-02-19,41,prawns,Non-Veg,Fish,kg,20.27,3.09,1.82,3,280,Supplier A,1.39,3.68
2024-02-19,42,red beans,Veg,Vegetable,kg,18.48,3.91,4.0,1,50,Supplier A,1.16,0.51
2024-02-19,43,rice,Veg,Grain,kg,14.29,5.75,0.68,1,600,Supplier B,1.46,3.66
2024-02-19,44,rice flour jelly,Veg,Grain,kg,17.78,6.28,3.28,1,450,Supplier C,1.25,4.91
2024-02-19,45,rice noodles,Veg,Grain,kg,13.6,8.91,2.17,2,70,Supplier B,1.14,0.33
2024-02-19,46,sambal,Veg,Vegetable,kg,10.61,9.68,4.54,4,50,Supplier C,0.84,4.64
2024-02-19,47,shrimp paste,Non-Veg,Fish,kg,8.55,7.64,1.48,2,40,Supplier A,0.8,3.48
2024-02-19,48,soft-boiled eggs,Non-Veg,Poultry,liter,14.13,9.58,1.0,2,6,Supplier C,1.39,2.0
2024-02-19,49,soy sauce,Veg,Grocery,liter,15.23,4.13,2.28,2,40,Supplier C,1.01,1.04
2024-02-19,50,spaghetti,Veg,Vegetable,kg,20.65,3.62,3.04,2,50,Supplier B,1.42,0.6
2024-02-19,51,spices,Veg,Grocery,kg,20.19,7.05,3.88,3,600,Supplier B,0.88,1.47
2024-02-19,52,sugar syrup,Veg,Grocery,liter,11.45,4.25,5.0,3,50,Supplier B,1.21,1.04
2024-02-19,53,tamarind,Veg,Grocery,kg,15.54,3.14,3.85,2,280,Supplier A,1.12,3.37
2024-02-19,54,tandoori masala,Veg,Vegetable,kg,15.1,9.17,1.0,4,50,Supplier A,1.22,3.45
2024-02-19,55,vegetable broth,Veg,Vegetable,liter,14.9,8.24,5.0,4,250,Supplier A,0.8,3.37
2024-02-19,56,water,Veg,Vegetable,liter,13.72,8.63,3.61,1,40,Supplier C,1.22,3.31
2024-02-19,57,white bread,Veg,Grain,kg,15.04,4.4,3.59,1,450,Supplier A,1.26,0.8
2024-02-19,58,yogurt,Veg,Dairy,kg,12.75,5.42,2.04,1,250,Supplier B,1.01,2.77
2024-02-20,1,anchovies,Non-Veg,Fish,kg,19.22,6.12,3.97,2,40,Supplier A,1.46,2.34
2024-02-20,2,bean sprouts,Veg,Vegetable,kg,7.06,8.02,1.26,3,450,Supplier B,0.86,1.09
2024-02-20,3,beef,Non-Veg,Meat,kg,7.41,5.1,1.53,2,600,Supplier B,1.26,1.85
2024-02-20,4,beef bacon,Non-Veg,Meat,kg,8.36,3.16,3.25,3,250,Supplier C,0.9,3.06
2024-02-20,5,black pepper,Veg,Grocery,kg,16.92,7.02,0.8,4,250,Supplier B,1.38,3.91
2024-02-20,6,black pepper sauce,Veg,Grocery,liter,20.41,6.75,4.94,1,35,Supplier A,1.22,2.06
2024-02-20,7,black tea,Veg,Vegetable,kg,14.06,5.92,0.81,3,40,Supplier B,0.95,4.37
2024-02-20,8,butter,Veg,Dairy,kg,10.08,8.49,2.91,2,50,Supplier C,1.0,4.12
2024-02-20,9,cheese,Veg,Dairy,kg,19.3,9.12,4.54,3,40,Supplier A,0.88,2.8
2024-02-20,10,chicken,Non-Veg,Meat,kg,15.71,7.24,6.0,1,50,Supplier A,1.34,3.03
2024-02-20,11,chicken thigh,Non-Veg,Meat,kg,17.68,8.69,9.0,4,6,Supplier A,0.91,4.63
2024-02-20,12,chili,Veg,Grocery,kg,16.200000000000003,6.57,4.48,2,450,Supplier B,1.31,1.1
2024-02-20,13,chili sauce,Veg,Grocery,liter,9.78,5.71,3.82,3,450,Supplier A,1.47,1.02
2024-02-20,14,chives,Veg,Vegetable,kg,19.23,3.1,1.7,1,40,Supplier C,1.39,4.56
2024-02-20,15,cockles,Non-Veg,Fish,kg,17.96,5.94,2.0,3,250,Supplier C,1.17,1.86
2024-02-20,16,coconut milk,Veg,Dairy,liter,10.93,7.2,3.15,2,250,Supplier B,1.44,2.12
2024-02-20,17,coleslaw,Veg,Vegetable,kg,8.26,9.74,1.38,4,50,Supplier C,1.01,1.41
2024-02-20,18,condensed milk,Veg,Dairy,liter,15.0,3.84,6.0,1,50,Supplier A,0.83,0.26
2024-02-20,19,cream,Veg,Dairy,liter,22.07,3.37,3.02,4,450,Supplier A,1.24,3.94
2024-02-20,20,cucumber,Veg,Grocery,kg,9.53,6.17,3.31,1,50,Supplier A,1.27,2.22
2024-02-20,21,curry,Veg,Vegetable,kg,17.96,5.94,2.0,3,250,Supplier C,1.17,1.86
2024-02-20,22,egg,Non-Veg,Poultry,pieces,19.9,3.69,2.7,2,50,Supplier A,1.03,1.38
2024-02-20,23,eggs,Non-Veg,Poultry,pieces,14.53,3.26,5.0,1,6,Supplier C,1.44,2.69
2024-02-20,24,evaporated milk,Veg,Dairy,liter,18.65,3.73,2.8,2,250,Supplier C,1.19,2.81
2024-02-20,25,fish broth,Non-Veg,Fish,liter,15.07,3.44,0.72,3,70,Supplier C,1.48,0.43
2024-02-20,26,flat rice noodles,Veg,Grain,kg,15.0,3.84,6.0,1,50,Supplier A,0.83,0.26
2024-02-20,27,flour,Veg,Grain,kg,10.48,4.85,2.49,2,600,Supplier B,1.19,4.0
2024-02-20,28,fries,Veg,Vegetable,kg,9.16,3.29,1.28,1,450,Supplier B,1.04,1.73
2024-02-20,29,galangal,Veg,Vegetable,kg,16.59,3.78,0.72,1,35,Supplier B,1.45,0.95
2024-02-20,30,garlic,Veg,Grocery,kg,17.119999999999997,6.93,8.0,3,6,Supplier A,1.3,0.6
2024-02-20,31,ghee,Veg,Dairy,kg,13.73,4.74,4.02,2,280,Supplier B,1.08,2.94
2024-02-20,32,ginger,Veg,Grocery,kg,20.34,3.79,4.46,2,600,Supplier A,1.03,1.53
2024-02-20,33,kaya,Veg,Vegetable,kg,7.01,9.4,1.73,1,35,Supplier C,1.15,4.08
2024-02-20,34,lemon,Veg,Fruit,kg,12.12,8.08,2.44,1,250,Supplier B,1.05,4.24
2024-02-20,35,lemongrass,Veg,Fruit,kg,20.27,3.09,1.82,3,280,Supplier A,1.39,3.68
2024-02-20,36,mint,Veg,Herb,kg,19.22,6.12,3.97,2,40,Supplier A,1.46,2.34
2024-02-20,37,mushrooms,Veg,Vegetable,kg,17.28,7.9,4.43,4,40,Supplier A,1.03,2.0
2024-02-20,38,onion,Veg,Grocery,kg,13.55,3.67,6.0,2,6,Supplier A,1.14,0.28
2024-02-20,39,palm sugar,Veg,Grocery,kg,10.04,5.49,4.6,2,40,Supplier B,0.97,1.35
2024-02-20,40,peanuts,Veg,Vegetable,kg,13.3,4.19,1.84,1,280,Supplier B,1.01,0.61
2024-02-20,41,prawns,Non-Veg,Fish,kg,15.41,4.9,0.81,4,280,Supplier B,1.17,3.25
2024-02-20,42,red beans,Veg,Vegetable,kg,8.379999999999999,7.52,3.0,4,50,Supplier B,1.07,0.03
2024-02-20,43,rice,Veg,Grain,kg,17.13,5.78,3.15,3,600,Supplier A,0.97,2.27
2024-02-20,44,rice flour jelly,Veg,Grain,kg,21.4,3.35,3.19,3,450,Supplier B,0.95,2.5
2024-02-20,45,rice noodles,Veg,Grain,kg,12.13,3.44,1.56,4,70,Supplier A,1.5,3.68
2024-02-20,46,sambal,Veg,Vegetable,kg,15.7,6.11,4.42,1,50,Supplier A,1.02,0.34
2024-02-20,47,shrimp paste,Non-Veg,Fish,kg,19.52,8.47,3.09,3,40,Supplier C,1.45,1.52
2024-02-20,48,soft-boiled eggs,Non-Veg,Poultry,liter,23.89,9.83,8.0,4,6,Supplier C,0.83,3.57
2024-02-20,49,soy sauce,Veg,Grocery,liter,12.13,9.81,1.44,4,40,Supplier A,1.37,4.29
2024-02-20,50,spaghetti,Veg,Vegetable,kg,15.24,5.88,1.33,1,50,Supplier B,0.81,2.33
2024-02-20,51,spices,Veg,Grocery,kg,15.91,3.41,4.01,3,600,Supplier C,1.23,3.77
2024-02-20,52,sugar syrup,Veg,Grocery,liter,10.68,7.53,5.0,3,50,Supplier B,1.44,3.08
2024-02-20,53,tamarind,Veg,Grocery,kg,8.07,5.09,0.86,1,280,Supplier C,1.39,1.16
2024-02-20,54,tandoori masala,Veg,Vegetable,kg,20.67,5.77,6.0,4,50,Supplier A,1.21,2.34
2024-02-20,55,vegetable broth,Veg,Vegetable,liter,7.85,6.44,2.73,1,250,Supplier A,0.95,3.7
2024-02-20,56,water,Veg,Vegetable,liter,18.69,7.74,1.38,1,40,Supplier C,1.3,0.95
2024-02-20,57,white bread,Veg,Grain,kg,18.72,7.86,4.74,4,450,Supplier A,1.37,4.65
2024-02-20,58,yogurt,Veg,Dairy,kg,18.85,4.49,3.29,2,250,Supplier C,1.49,3.09
2024-02-21,1,anchovies,Non-Veg,Fish,kg,17.17,3.45,4.35,4,40,Supplier C,1.14,1.1
2024-02-21,2,bean sprouts,Veg,Vegetable,kg,21.28,7.95,4.99,3,450,Supplier B,0.82,3.72
2024-02-21,3,beef,Non-Veg,Meat,kg,21.09,3.7,3.7,1,600,Supplier A,1.43,2.1
2024-02-21,4,beef bacon,Non-Veg,Meat,kg,7.85,6.44,2.73,1,250,Supplier A,0.95,3.7
2024-02-21,5,black pepper,Veg,Grocery,kg,16.09,4.67,1.3,2,250,Supplier C,1.49,4.03
2024-02-21,6,black pepper sauce,Veg,Grocery,liter,14.84,5.46,2.5,2,35,Supplier A,1.01,2.77
2024-02-21,7,black tea,Veg,Vegetable,kg,22.87,3.21,3.93,3,40,Supplier B,0.89,3.46
2024-02-21,8,butter,Veg,Dairy,kg,9.7,7.08,3.69,1,50,Supplier A,0.85,0.29
2024-02-21,9,cheese,Veg,Dairy,kg,12.84,5.34,0.95,4,40,Supplier A,0.81,3.54
2024-02-21,10,chicken,Non-Veg,Meat,kg,14.27,8.01,8.0,1,50,Supplier C,0.87,4.01
2024-02-21,11,chicken thigh,Non-Veg,Meat,kg,26.17,3.63,8.0,4,6,Supplier B,0.95,1.19
2024-02-21,12,chili,Veg,Grocery,kg,20.46,5.0,2.89,4,450,Supplier C,1.5,2.91
2024-02-21,13,chili sauce,Veg,Grocery,liter,23.130000000000003,6.19,4.78,4,450,Supplier B,0.92,1.68
2024-02-21,14,chives,Veg,Vegetable,kg,20.51,7.25,2.02,3,40,Supplier C,1.49,1.78
2024-02-21,15,cockles,Non-Veg,Fish,kg,22.14,8.97,4.89,2,250,Supplier B,1.19,1.53
2024-02-21,16,coconut milk,Veg,Dairy,liter,13.239999999999998,8.31,2.04,1,250,Supplier B,1.01,2.54
2024-02-21,17,coleslaw,Veg,Vegetable,kg,13.54,6.6,3.88,3,50,Supplier A,1.3,4.55
2024-02-21,18,condensed milk,Veg,Dairy,liter,13.3,4.66,7.0,4,50,Supplier A,1.47,3.32
2024-02-21,19,cream,Veg,Dairy,liter,17.790000000000003,5.25,0.67,3,450,Supplier A,0.97,3.77
2024-02-21,20,cucumber,Veg,Grocery,kg,20.2,3.61,3.68,2,50,Supplier C,1.14,0.77
2024-02-21,21,curry,Veg,Vegetable,kg,9.41,3.24,3.56,1,250,Supplier C,1.36,1.69
2024-02-21,22,egg,Non-Veg,Poultry,pieces,18.31,8.38,4.98,1,50,Supplier A,1.06,3.79
2024-02-21,23,eggs,Non-Veg,Poultry,pieces,10.67,7.84,3.0,1,6,Supplier B,1.5,2.55
2024-02-21,24,evaporated milk,Veg,Dairy,liter,23.93,4.4,4.07,2,250,Supplier A,1.01,4.14
2024-02-21,25,fish broth,Non-Veg,Fish,liter,17.3,5.3,4.91,3,70,Supplier C,1.04,2.9
2024-02-21,26,flat rice noodles,Veg,Grain,kg,11.75,3.51,6.0,1,50,Supplier B,0.95,3.33
2024-02-21,27,flour,Veg,Grain,kg,6.81,7.54,1.67,4,600,Supplier A,1.39,2.56
2024-02-21,28,fries,Veg,Vegetable,kg,20.73,3.35,2.92,4,450,Supplier B,0.88,0.18
2024-02-21,29,galangal,Veg,Vegetable,kg,23.23,6.26,4.39,3,35,Supplier A,1.12,3.69
2024-02-21,30,garlic,Veg,Grocery,kg,14.34,9.03,9.0,3,6,Supplier B,1.02,2.94
2024-02-21,31,ghee,Veg,Dairy,kg,17.3,3.87,0.57,2,280,Supplier C,1.48,3.52
2024-02-21,32,ginger,Veg,Grocery,kg,12.53,7.74,3.98,1,600,Supplier B,1.45,4.18
2024-02-21,33,kaya,Veg,Vegetable,kg,19.03,9.94,0.68,1,35,Supplier C,1.35,3.26
