date,ingredient_name,unit,historical_ingredient_usage,contributing_menu_items,covered_menu_quantity
2024-04-01,Condensed Milk,liter,103.95000000000002,1,2079.0
2024-04-01,Cucumber,kg,8.37,1,279.0
2024-04-01,Curry,liter,41.2,1,412.0
2024-04-01,Egg,pieces,1124.0,2,1124.0
2024-04-01,Eggs,pieces,241.0,1,241.0
2024-04-01,Evaporated Milk,liter,103.95000000000002,1,2079.0
2024-04-01,Flat Rice Noodles,kg,28.65,1,191.0
2024-04-01,Flour,kg,41.2,1,412.0
2024-04-01,Fries,kg,35.4,1,236.0
2024-04-01,Galangal,kg,0.09,1,9.0
2024-04-01,Garlic,kg,4.7,2,470.0
2024-04-01,Ghee,kg,8.24,1,412.0
2024-04-01,Ginger,kg,4.7,2,470.0
2024-04-01,Kaya,kg,20.58,1,686.0
2024-04-01,Lemon,kg,39.989999999999995,1,1333.0
2024-04-01,Lemongrass,kg,0.09,1,9.0
2024-04-01,Palm Sugar,kg,43.0,1,860.0
2024-04-01,Peanuts,kg,21.36,1,712.0
2024-04-01,Prawns,kg,15.280000000000001,1,191.0
2024-04-01,Red Beans,kg,43.0,1,860.0
2024-04-01,Rice,kg,183.95999999999998,2,991.0
2024-04-01,Rice Flour Jelly,kg,86.0,1,860.0
2024-04-01,Sambal,kg,21.36,1,712.0
2024-04-01,Soft-Boiled Eggs,pieces,1372.0,1,686.0
2024-04-01,Soy Sauce,liter,3.8200000000000003,1,191.0
2024-04-01,Spaghetti,kg,28.919999999999998,1,241.0
2024-04-01,Spices,kg,0.18,1,9.0
2024-04-01,Sugar Syrup,liter,39.989999999999995,1,1333.0
2024-04-01,Tandoori Masala,kg,3.8200000000000003,1,191.0
2024-04-01,Water,liter,20.6,1,412.0
2024-04-01,White Bread,kg,68.60000000000001,1,686.0
2024-04-01,Yogurt,liter,19.1,1,191.0
2024-04-02,Anchovies,kg,35.79,1,1193.0
2024-04-02,Bean Sprouts,kg,8.05,1,161.0
2024-04-02,Beef,kg,38.16,1,212.0
2024-04-02,Beef Bacon,kg,18.35,1,367.0
2024-04-02,Black Pepper,kg,0.734,1,367.0
2024-04-02,Black Pepper Sauce,liter,31.200000000000003,1,624.0
2024-04-02,Black Tea,kg,22.900000000000002,2,4580.0
2024-04-02,Butter,kg,20.76,1,1038.0
2024-04-02,Cheese,kg,11.01,1,367.0
2024-04-02,Chicken,kg,185.51999999999998,2,1002.0
2024-04-02,Chicken Thigh,kg,124.80000000000001,1,624.0
2024-04-02,Chili,kg,2.12,1,212.0
2024-04-02,Chili Sauce,liter,14.88,1,744.0
2024-04-02,Chives,kg,1.61,1,161.0
2024-04-02,Cockles,kg,8.05,1,161.0
2024-04-02,Coconut Milk,liter,351.4,3,2272.0
2024-04-02,Coleslaw,kg,62.400000000000006,1,624.0
2024-04-02,Condensed Milk,liter,215.55,1,4311.0
2024-04-02,Cream,liter,5.800000000000001,1,58.0
2024-04-02,Cucumber,kg,22.319999999999997,1,744.0
2024-04-02,Curry,liter,97.60000000000001,1,976.0
2024-04-02,Egg,pieces,2169.0,2,2169.0
2024-04-02,Eggs,pieces,367.0,1,367.0
2024-04-02,Evaporated Milk,liter,215.55,1,4311.0
2024-04-02,Flat Rice Noodles,kg,24.150000000000002,1,161.0
2024-04-02,Flour,kg,97.60000000000001,1,976.0
2024-04-02,Fries,kg,93.6,1,624.0
2024-04-02,Galangal,kg,2.12,1,212.0
2024-04-02,Garlic,kg,10.6,3,1060.0
2024-04-02,Ghee,kg,19.52,1,976.0
2024-04-02,Ginger,kg,10.02,2,1002.0
2024-04-02,Kaya,kg,31.14,1,1038.0
2024-04-02,Lemon,kg,8.07,1,269.0
2024-04-02,Lemongrass,kg,2.12,1,212.0
2024-04-02,Mushrooms,kg,8.7,1,58.0
2024-04-02,Onion,kg,2.9000000000000004,1,58.0
2024-04-02,Palm Sugar,kg,43.35,1,867.0
2024-04-02,Peanuts,kg,35.79,1,1193.0
2024-04-02,Prawns,kg,12.88,1,161.0
2024-04-02,Red Beans,kg,43.35,1,867.0
2024-04-02,Rice,kg,363.54,2,1937.0
2024-04-02,Rice Flour Jelly,kg,86.7,1,867.0
2024-04-02,Sambal,kg,35.79,1,1193.0
2024-04-02,Soft-Boiled Eggs,pieces,2076.0,1,1038.0
2024-04-02,Soy Sauce,liter,3.22,1,161.0
2024-04-02,Spaghetti,kg,44.04,1,367.0
2024-04-02,Spices,kg,4.24,1,212.0
2024-04-02,Sugar Syrup,liter,8.07,1,269.0
2024-04-02,Tandoori Masala,kg,5.16,1,258.0
2024-04-02,Vegetable Broth,liter,14.5,1,58.0
2024-04-02,Water,liter,48.800000000000004,1,976.0
2024-04-02,White Bread,kg,103.80000000000001,1,1038.0
2024-04-02,Yogurt,liter,25.8,1,258.0
2024-04-03,Anchovies,kg,27.63,1,921.0
2024-04-03,Beef,kg,16.38,1,91.0
2024-04-03,Beef Bacon,kg,9.4,1,188.0
2024-04-03,Black Pepper,kg,0.376,1,188.0
2024-04-03,Black Pepper Sauce,liter,24.400000000000002,1,488.0
2024-04-03,Black Tea,kg,11.82,2,2364.0
2024-04-03,Butter,kg,34.68,1,1734.0
2024-04-03,Cheese,kg,5.64,1,188.0
2024-04-03,Chicken,kg,72.92,2,387.0
2024-04-03,Chicken Thigh,kg,97.60000000000001,1,488.0
2024-04-03,Chili,kg,0.91,1,91.0
2024-04-03,Chili Sauce,liter,4.48,1,224.0
2024-04-03,Coconut Milk,liter,312.95,3,2056.0
2024-04-03,Coleslaw,kg,48.800000000000004,1,488.0
2024-04-03,Condensed Milk,liter,105.9,1,2118.0
2024-04-03,Cream,liter,31.800000000000004,1,318.0
2024-04-03,Cucumber,kg,25.77,2,859.0
2024-04-03,Curry,liter,14.9,1,149.0
2024-04-03,Egg,pieces,1070.0,2,1070.0
2024-04-03,Eggs,pieces,188.0,1,188.0
2024-04-03,Evaporated Milk,liter,105.9,1,2118.0
2024-04-03,Fish Broth,liter,190.5,1,635.0
2024-04-03,Flour,kg,14.9,1,149.0
2024-04-03,Fries,kg,73.2,1,488.0
2024-04-03,Galangal,kg,0.91,1,91.0
2024-04-03,Garlic,kg,7.050000000000001,3,705.0
2024-04-03,Ghee,kg,2.98,1,149.0
2024-04-03,Ginger,kg,3.87,2,387.0
2024-04-03,Kaya,kg,52.019999999999996,1,1734.0
2024-04-03,Lemon,kg,7.38,1,246.0
2024-04-03,Lemongrass,kg,0.91,1,91.0
2024-04-03,Mint,kg,3.1750000000000003,1,635.0
2024-04-03,Mushrooms,kg,47.7,1,318.0
2024-04-03,Onion,kg,15.900000000000002,1,318.0
2024-04-03,Palm Sugar,kg,52.2,1,1044.0
2024-04-03,Peanuts,kg,27.63,1,921.0
2024-04-03,Red Beans,kg,52.2,1,1044.0
2024-04-03,Rice,kg,210.57999999999998,2,1145.0
2024-04-03,Rice Flour Jelly,kg,104.4,1,1044.0
2024-04-03,Rice Noodles,kg,95.25,1,635.0
2024-04-03,Sambal,kg,27.63,1,921.0
2024-04-03,Shrimp Paste,kg,6.3500000000000005,1,635.0
2024-04-03,Soft-Boiled Eggs,pieces,3468.0,1,1734.0
2024-04-03,Spaghetti,kg,22.56,1,188.0
2024-04-03,Spices,kg,1.82,1,91.0
2024-04-03,Sugar Syrup,liter,7.38,1,246.0
2024-04-03,Tamarind,kg,6.3500000000000005,1,635.0
2024-04-03,Tandoori Masala,kg,3.2600000000000002,1,163.0
2024-04-03,Vegetable Broth,liter,79.5,1,318.0
2024-04-03,Water,liter,7.45,1,149.0
2024-04-03,White Bread,kg,173.4,1,1734.0
2024-04-03,Yogurt,liter,16.3,1,163.0
2024-04-04,Bean Sprouts,kg,5.75,1,115.0
2024-04-04,Beef,kg,0.0,1,0.0
2024-04-04,Beef Bacon,kg,3.75,1,75.0
2024-04-04,Black Pepper,kg,0.15,1,75.0
2024-04-04,Black Tea,kg,19.94,2,3988.0
2024-04-04,Butter,kg,20.880000000000003,1,1044.0
2024-04-04,Cheese,kg,2.25,1,75.0
2024-04-04,Chicken,kg,72.89999999999999,1,405.0
2024-04-04,Chili,kg,0.0,1,0.0
2024-04-04,Chili Sauce,liter,8.1,1,405.0
2024-04-04,Chives,kg,1.1500000000000001,1,115.0
2024-04-04,Cockles,kg,5.75,1,115.0
2024-04-04,Coconut Milk,liter,52.5,2,350.0
2024-04-04,Condensed Milk,liter,175.05,1,3501.0
2024-04-04,Cream,liter,10.100000000000001,1,101.0
2024-04-04,Cucumber,kg,12.15,1,405.0
2024-04-04,Curry,liter,54.2,1,542.0
2024-04-04,Egg,pieces,542.0,1,542.0
2024-04-04,Eggs,pieces,75.0,1,75.0
2024-04-04,Evaporated Milk,liter,175.05,1,3501.0
2024-04-04,Flat Rice Noodles,kg,17.25,1,115.0
2024-04-04,Flour,kg,54.2,1,542.0
2024-04-04,Galangal,kg,0.0,1,0.0
2024-04-04,Garlic,kg,5.06,2,506.0
2024-04-04,Ghee,kg,10.84,1,542.0
2024-04-04,Ginger,kg,4.05,1,405.0
2024-04-04,Kaya,kg,31.319999999999997,1,1044.0
2024-04-04,Lemon,kg,14.61,1,487.0
2024-04-04,Lemongrass,kg,0.0,1,0.0
2024-04-04,Mushrooms,kg,15.149999999999999,1,101.0
2024-04-04,Onion,kg,5.050000000000001,1,101.0
2024-04-04,Palm Sugar,kg,17.5,1,350.0
2024-04-04,Prawns,kg,9.200000000000001,1,115.0
2024-04-04,Red Beans,kg,17.5,1,350.0
2024-04-04,Rice,kg,81.0,1,405.0
2024-04-04,Rice Flour Jelly,kg,35.0,1,350.0
2024-04-04,Soft-Boiled Eggs,pieces,2088.0,1,1044.0
2024-04-04,Soy Sauce,liter,2.3000000000000003,1,115.0
2024-04-04,Spaghetti,kg,9.0,1,75.0
2024-04-04,Spices,kg,0.0,1,0.0
2024-04-04,Sugar Syrup,liter,14.61,1,487.0
2024-04-04,Vegetable Broth,liter,25.25,1,101.0
2024-04-04,Water,liter,27.1,1,542.0
2024-04-04,White Bread,kg,104.4,1,1044.0
2024-04-05,Anchovies,kg,17.34,1,578.0
2024-04-05,Beef,kg,10.08,1,56.0
2024-04-05,Beef Bacon,kg,10.75,1,215.0
2024-04-05,Black Pepper,kg,0.43000000000000005,1,215.0
2024-04-05,Black Tea,kg,8.309999999999999,2,1662.0
2024-04-05,Butter,kg,21.22,1,1061.0
2024-04-05,Cheese,kg,6.45,1,215.0
2024-04-05,Chicken,kg,112.62,2,574.0
2024-04-05,Chili,kg,0.56,1,56.0
2024-04-05,Chili Sauce,liter,2.18,1,109.0
2024-04-05,Coconut Milk,liter,244.0,3,1608.0
2024-04-05,Condensed Milk,liter,42.95,1,859.0
2024-04-05,Cream,liter,5.4,1,54.0
2024-04-05,Cucumber,kg,5.3100000000000005,2,177.0
2024-04-05,Curry,liter,212.9,1,2129.0
2024-04-05,Egg,pieces,2707.0,2,2707.0
2024-04-05,Eggs,pieces,215.0,1,215.0
2024-04-05,Evaporated Milk,liter,42.95,1,859.0
2024-04-05,Fish Broth,liter,20.4,1,68.0
2024-04-05,Flour,kg,212.9,1,2129.0
2024-04-05,Galangal,kg,0.56,1,56.0
2024-04-05,Garlic,kg,6.28,3,628.0
2024-04-05,Ghee,kg,42.580000000000005,1,2129.0
2024-04-05,Ginger,kg,5.74,2,574.0
2024-04-05,Kaya,kg,31.83,1,1061.0
2024-04-05,Lemon,kg,24.09,1,803.0
2024-04-05,Lemongrass,kg,0.56,1,56.0
2024-04-05,Mint,kg,0.34,1,68.0
2024-04-05,Mushrooms,kg,8.1,1,54.0
2024-04-05,Onion,kg,2.7,1,54.0
2024-04-05,Palm Sugar,kg,48.7,1,974.0
2024-04-05,Peanuts,kg,17.34,1,578.0
2024-04-05,Red Beans,kg,48.7,1,974.0
2024-04-05,Rice,kg,125.83999999999999,2,687.0
2024-04-05,Rice Flour Jelly,kg,97.4,1,974.0
2024-04-05,Rice Noodles,kg,10.2,1,68.0
2024-04-05,Sambal,kg,17.34,1,578.0
2024-04-05,Shrimp Paste,kg,0.68,1,68.0
2024-04-05,Soft-Boiled Eggs,pieces,2122.0,1,1061.0
2024-04-05,Spaghetti,kg,25.8,1,215.0
2024-04-05,Spices,kg,1.12,1,56.0
2024-04-05,Sugar Syrup,liter,24.09,1,803.0
2024-04-05,Tamarind,kg,0.68,1,68.0
2024-04-05,Tandoori Masala,kg,9.3,1,465.0
2024-04-05,Vegetable Broth,liter,13.5,1,54.0
2024-04-05,Water,liter,106.45,1,2129.0
2024-04-05,White Bread,kg,106.10000000000001,1,1061.0
2024-04-05,Yogurt,liter,46.5,1,465.0
2024-04-06,Anchovies,kg,18.09,1,603.0
2024-04-06,Bean Sprouts,kg,19.05,1,381.0
2024-04-06,Beef Bacon,kg,31.150000000000002,1,623.0
2024-04-06,Black Pepper,kg,1.246,1,623.0
2024-04-06,Black Pepper Sauce,liter,34.1,1,682.0
2024-04-06,Black Tea,kg,10.835,2,2167.0
2024-04-06,Butter,kg,22.32,1,1116.0
2024-04-06,Cheese,kg,18.689999999999998,1,623.0
2024-04-06,Chicken,kg,177.08,2,906.0
2024-04-06,Chicken Thigh,kg,136.4,1,682.0
2024-04-06,Chili Sauce,liter,4.12,1,206.0
2024-04-06,Chives,kg,3.81,1,381.0
2024-04-06,Cockles,kg,19.05,1,381.0
2024-04-06,Coconut Milk,liter,288.59999999999997,2,1924.0
2024-04-06,Coleslaw,kg,68.2,1,682.0
2024-04-06,Condensed Milk,liter,31.650000000000002,1,633.0
2024-04-06,Cream,liter,32.9,1,329.0
2024-04-06,Cucumber,kg,6.18,1,206.0
2024-04-06,Egg,pieces,603.0,1,603.0
2024-04-06,Eggs,pieces,623.0,1,623.0
2024-04-06,Evaporated Milk,liter,31.650000000000002,1,633.0
2024-04-06,Flat Rice Noodles,kg,57.15,1,381.0
2024-04-06,Fries,kg,102.3,1,682.0
2024-04-06,Garlic,kg,12.350000000000001,3,1235.0
2024-04-06,Ginger,kg,9.06,2,906.0
2024-04-06,Kaya,kg,33.480000000000004,1,1116.0
2024-04-06,Lemon,kg,46.019999999999996,1,1534.0
2024-04-06,Mushrooms,kg,49.35,1,329.0
2024-04-06,Onion,kg,16.45,1,329.0
2024-04-06,Palm Sugar,kg,66.05000000000001,1,1321.0
2024-04-06,Peanuts,kg,18.09,1,603.0
2024-04-06,Prawns,kg,30.48,1,381.0
2024-04-06,Red Beans,kg,66.05000000000001,1,1321.0
2024-04-06,Rice,kg,149.74,2,809.0
2024-04-06,Rice Flour Jelly,kg,132.10000000000002,1,1321.0
2024-04-06,Sambal,kg,18.09,1,603.0
2024-04-06,Soft-Boiled Eggs,pieces,2232.0,1,1116.0
2024-04-06,Soy Sauce,liter,7.62,1,381.0
2024-04-06,Spaghetti,kg,74.75999999999999,1,623.0
2024-04-06,Sugar Syrup,liter,46.019999999999996,1,1534.0
2024-04-06,Tandoori Masala,kg,14.0,1,700.0
2024-04-06,Vegetable Broth,liter,82.25,1,329.0
2024-04-06,White Bread,kg,111.60000000000001,1,1116.0
2024-04-06,Yogurt,liter,70.0,1,700.0
2024-04-07,Anchovies,kg,30.450000000000003,1,1015.0
2024-04-07,Black Pepper Sauce,liter,19.2,1,384.0
2024-04-07,Black Tea,kg,11.955,2,2391.0
2024-04-07,Butter,kg,21.44,1,1072.0
2024-04-07,Chicken Thigh,kg,76.8,1,384.0
2024-04-07,Coconut Milk,liter,333.9,2,2226.0
2024-04-07,Coleslaw,kg,38.4,1,384.0
2024-04-07,Condensed Milk,liter,97.9,1,1958.0
2024-04-07,Cream,liter,26.5,1,265.0
2024-04-07,Cucumber,kg,9.57,1,319.0
2024-04-07,Egg,pieces,1015.0,1,1015.0
2024-04-07,Evaporated Milk,liter,97.9,1,1958.0
2024-04-07,Fish Broth,liter,95.7,1,319.0
2024-04-07,Fries,kg,57.6,1,384.0
2024-04-07,Garlic,kg,2.6500000000000004,1,265.0
2024-04-07,Kaya,kg,32.16,1,1072.0
2024-04-07,Lemon,kg,12.99,1,433.0
2024-04-07,Mint,kg,1.595,1,319.0
2024-04-07,Mushrooms,kg,39.75,1,265.0
2024-04-07,Onion,kg,13.25,1,265.0
2024-04-07,Palm Sugar,kg,60.550000000000004,1,1211.0
2024-04-07,Peanuts,kg,30.450000000000003,1,1015.0
2024-04-07,Red Beans,kg,60.550000000000004,1,1211.0
2024-04-07,Rice,kg,182.7,1,1015.0
2024-04-07,Rice Flour Jelly,kg,121.10000000000001,1,1211.0
2024-04-07,Rice Noodles,kg,47.85,1,319.0
2024-04-07,Sambal,kg,30.450000000000003,1,1015.0
2024-04-07,Shrimp Paste,kg,3.19,1,319.0
2024-04-07,Soft-Boiled Eggs,pieces,2144.0,1,1072.0
2024-04-07,Sugar Syrup,liter,12.99,1,433.0
2024-04-07,Tamarind,kg,3.19,1,319.0
2024-04-07,Vegetable Broth,liter,66.25,1,265.0
2024-04-07,White Bread,kg,107.2,1,1072.0
2024-04-08,Anchovies,kg,24.57,1,819.0
2024-04-08,Bean Sprouts,kg,17.2,1,344.0
2024-04-08,Beef,kg,24.48,1,136.0
2024-04-08,Black Pepper Sauce,liter,7.050000000000001,1,141.0
2024-04-08,Black Tea,kg,11.54,2,2308.0
2024-04-08,Chicken,kg,48.42,2,249.0
2024-04-08,Chicken Thigh,kg,28.200000000000003,1,141.0
2024-04-08,Chili,kg,1.36,1,136.0
2024-04-08,Chili Sauce,liter,1.3800000000000001,1,69.0
2024-04-08,Chives,kg,3.44,1,344.0
2024-04-08,Cockles,kg,17.2,1,344.0
2024-04-08,Coconut Milk,liter,239.6,3,1552.0
2024-04-08,Coleslaw,kg,14.100000000000001,1,141.0
2024-04-08,Condensed Milk,liter,70.85000000000001,1,1417.0
2024-04-08,Cream,liter,0.0,1,0.0
2024-04-08,Cucumber,kg,2.07,1,69.0
2024-04-08,Curry,liter,31.1,1,311.0
2024-04-08,Egg,pieces,1130.0,2,1130.0
2024-04-08,Evaporated Milk,liter,70.85000000000001,1,1417.0
2024-04-08,Flat Rice Noodles,kg,51.6,1,344.0
2024-04-08,Flour,kg,31.1,1,311.0
2024-04-08,Fries,kg,21.15,1,141.0
2024-04-08,Galangal,kg,1.36,1,136.0
2024-04-08,Garlic,kg,2.49,3,249.0
2024-04-08,Ghee,kg,6.22,1,311.0
2024-04-08,Ginger,kg,2.49,2,249.0
2024-04-08,Lemon,kg,26.73,1,891.0
2024-04-08,Lemongrass,kg,1.36,1,136.0
2024-04-08,Mushrooms,kg,0.0,1,0.0
2024-04-08,Onion,kg,0.0,1,0.0
2024-04-08,Palm Sugar,kg,29.85,1,597.0
2024-04-08,Peanuts,kg,24.57,1,819.0
2024-04-08,Prawns,kg,27.52,1,344.0
2024-04-08,Red Beans,kg,29.85,1,597.0
2024-04-08,Rice,kg,161.22,2,888.0
2024-04-08,Rice Flour Jelly,kg,59.7,1,597.0
2024-04-08,Sambal,kg,24.57,1,819.0
2024-04-08,Soy Sauce,liter,6.88,1,344.0
2024-04-08,Spices,kg,2.72,1,136.0
2024-04-08,Sugar Syrup,liter,26.73,1,891.0
2024-04-08,Tandoori Masala,kg,3.6,1,180.0
2024-04-08,Vegetable Broth,liter,0.0,1,0.0
2024-04-08,Water,liter,15.55,1,311.0
2024-04-08,Yogurt,liter,18.0,1,180.0
2024-04-09,Anchovies,kg,40.11,1,1337.0
2024-04-09,Bean Sprouts,kg,14.500000000000002,1,290.0
2024-04-09,Beef Bacon,kg,3.1500000000000004,1,63.0
2024-04-09,Black Pepper,kg,0.126,1,63.0
2024-04-09,Black Pepper Sauce,liter,19.7,1,394.0
2024-04-09,Black Tea,kg,11.605,2,2321.0
2024-04-09,Butter,kg,19.16,1,958.0
2024-04-09,Cheese,kg,1.89,1,63.0
2024-04-09,Chicken,kg,100.60000000000001,1,503.0
2024-04-09,Chicken Thigh,kg,78.8,1,394.0
2024-04-09,Chives,kg,2.9,1,290.0
2024-04-09,Cockles,kg,14.500000000000002,1,290.0
2024-04-09,Coconut Milk,liter,226.05,2,1507.0
2024-04-09,Coleslaw,kg,39.4,1,394.0
2024-04-09,Condensed Milk,liter,93.95,1,1879.0
2024-04-09,Cream,liter,39.400000000000006,1,394.0
2024-04-09,Curry,liter,52.5,1,525.0
2024-04-09,Egg,pieces,1862.0,2,1862.0
2024-04-09,Eggs,pieces,63.0,1,63.0
2024-04-09,Evaporated Milk,liter,93.95,1,1879.0
2024-04-09,Flat Rice Noodles,kg,43.49999999999999,1,290.0
2024-04-09,Flour,kg,52.5,1,525.0
2024-04-09,Fries,kg,59.1,1,394.0
2024-04-09,Garlic,kg,8.97,2,897.0
2024-04-09,Ghee,kg,10.5,1,525.0
2024-04-09,Ginger,kg,5.03,1,503.0
2024-04-09,Kaya,kg,28.74,1,958.0
2024-04-09,Lemon,kg,13.259999999999998,1,442.0
2024-04-09,Mushrooms,kg,59.099999999999994,1,394.0
2024-04-09,Onion,kg,19.700000000000003,1,394.0
2024-04-09,Palm Sugar,kg,8.5,1,170.0
2024-04-09,Peanuts,kg,40.11,1,1337.0
2024-04-09,Prawns,kg,23.2,1,290.0
2024-04-09,Red Beans,kg,8.5,1,170.0
2024-04-09,Rice,kg,240.66,1,1337.0
2024-04-09,Rice Flour Jelly,kg,17.0,1,170.0
2024-04-09,Sambal,kg,40.11,1,1337.0
2024-04-09,Soft-Boiled Eggs,pieces,1916.0,1,958.0
2024-04-09,Soy Sauce,liter,5.8,1,290.0
2024-04-09,Spaghetti,kg,7.56,1,63.0
2024-04-09,Sugar Syrup,liter,13.259999999999998,1,442.0
2024-04-09,Tandoori Masala,kg,10.06,1,503.0
2024-04-09,Vegetable Broth,liter,98.5,1,394.0
2024-04-09,Water,liter,26.25,1,525.0
2024-04-09,White Bread,kg,95.80000000000001,1,958.0
2024-04-09,Yogurt,liter,50.300000000000004,1,503.0
2024-04-10,Anchovies,kg,16.29,1,543.0
2024-04-10,Bean Sprouts,kg,20.45,1,409.0
2024-04-10,Beef,kg,0.0,1,0.0
2024-04-10,Beef Bacon,kg,3.25,1,65.0
2024-04-10,Black Pepper,kg,0.13,1,65.0
2024-04-10,Black Pepper Sauce,liter,21.6,1,432.0
2024-04-10,Black Tea,kg,5.555,2,1111.0
2024-04-10,Cheese,kg,1.95,1,65.0
2024-04-10,Chicken,kg,142.58,2,742.0
2024-04-10,Chicken Thigh,kg,86.4,1,432.0
2024-04-10,Chili,kg,0.0,1,0.0
2024-04-10,Chili Sauce,liter,5.82,1,291.0
2024-04-10,Chives,kg,4.09,1,409.0
2024-04-10,Cockles,kg,20.45,1,409.0
2024-04-10,Coconut Milk,liter,223.35,3,1489.0
2024-04-10,Coleslaw,kg,43.2,1,432.0
2024-04-10,Condensed Milk,liter,30.450000000000003,1,609.0
2024-04-10,Cream,liter,35.8,1,358.0
2024-04-10,Cucumber,kg,8.729999999999999,1,291.0
2024-04-10,Curry,liter,35.4,1,354.0
2024-04-10,Egg,pieces,897.0,2,897.0
2024-04-10,Eggs,pieces,65.0,1,65.0
2024-04-10,Evaporated Milk,liter,30.450000000000003,1,609.0
2024-04-10,Flat Rice Noodles,kg,61.349999999999994,1,409.0
2024-04-10,Flour,kg,35.4,1,354.0
2024-04-10,Fries,kg,64.8,1,432.0
2024-04-10,Galangal,kg,0.0,1,0.0
2024-04-10,Garlic,kg,11.0,3,1100.0
2024-04-10,Ghee,kg,7.08,1,354.0
2024-04-10,Ginger,kg,7.42,2,742.0
2024-04-10,Lemon,kg,15.06,1,502.0
2024-04-10,Lemongrass,kg,0.0,1,0.0
2024-04-10,Mushrooms,kg,53.7,1,358.0
2024-04-10,Onion,kg,17.9,1,358.0
2024-04-10,Palm Sugar,kg,47.300000000000004,1,946.0
2024-04-10,Peanuts,kg,16.29,1,543.0
2024-04-10,Prawns,kg,32.72,1,409.0
2024-04-10,Red Beans,kg,47.300000000000004,1,946.0
2024-04-10,Rice,kg,155.94,2,834.0
2024-04-10,Rice Flour Jelly,kg,94.60000000000001,1,946.0
2024-04-10,Sambal,kg,16.29,1,543.0
2024-04-10,Soy Sauce,liter,8.18,1,409.0
2024-04-10,Spaghetti,kg,7.8,1,65.0
2024-04-10,Spices,kg,0.0,1,0.0
2024-04-10,Sugar Syrup,liter,15.06,1,502.0
2024-04-10,Tandoori Masala,kg,9.02,1,451.0
2024-04-10,Vegetable Broth,liter,89.5,1,358.0
2024-04-10,Water,liter,17.7,1,354.0
2024-04-10,Yogurt,liter,45.10000000000001,1,451.0
2024-04-11,Anchovies,kg,11.91,1,397.0
2024-04-11,Beef Bacon,kg,20.400000000000002,1,408.0
2024-04-11,Black Pepper,kg,0.8160000000000001,1,408.0
2024-04-11,Black Pepper Sauce,liter,5.5,1,110.0
2024-04-11,Black Tea,kg,11.39,2,2278.0
2024-04-11,Butter,kg,9.940000000000001,1,497.0
2024-04-11,Cheese,kg,12.24,1,408.0
2024-04-11,Chicken,kg,46.2,1,231.0
2024-04-11,Chicken Thigh,kg,22.0,1,110.0
2024-04-11,Coconut Milk,liter,174.0,2,1160.0
2024-04-11,Coleslaw,kg,11.0,1,110.0
2024-04-11,Condensed Milk,liter,77.35000000000001,1,1547.0
2024-04-11,Cucumber,kg,5.55,1,185.0
2024-04-11,Egg,pieces,397.0,1,397.0
2024-04-11,Eggs,pieces,408.0,1,408.0
2024-04-11,Evaporated Milk,liter,77.35000000000001,1,1547.0
2024-04-11,Fish Broth,liter,55.5,1,185.0
2024-04-11,Fries,kg,16.5,1,110.0
2024-04-11,Garlic,kg,2.31,1,231.0
2024-04-11,Ginger,kg,2.31,1,231.0
2024-04-11,Kaya,kg,14.91,1,497.0
2024-04-11,Lemon,kg,21.93,1,731.0
2024-04-11,Mint,kg,0.925,1,185.0
2024-04-11,Palm Sugar,kg,38.150000000000006,1,763.0
2024-04-11,Peanuts,kg,11.91,1,397.0
2024-04-11,Red Beans,kg,38.150000000000006,1,763.0
2024-04-11,Rice,kg,71.46,1,397.0
2024-04-11,Rice Flour Jelly,kg,76.30000000000001,1,763.0
2024-04-11,Rice Noodles,kg,27.75,1,185.0
2024-04-11,Sambal,kg,11.91,1,397.0
2024-04-11,Shrimp Paste,kg,1.85,1,185.0
2024-04-11,Soft-Boiled Eggs,pieces,994.0,1,497.0
2024-04-11,Spaghetti,kg,48.96,1,408.0
2024-04-11,Sugar Syrup,liter,21.93,1,731.0
2024-04-11,Tamarind,kg,1.85,1,185.0
2024-04-11,Tandoori Masala,kg,4.62,1,231.0
2024-04-11,White Bread,kg,49.7,1,497.0
2024-04-11,Yogurt,liter,23.1,1,231.0
2024-04-12,Bean Sprouts,kg,17.25,1,345.0
2024-04-12,Beef,kg,36.0,1,200.0
2024-04-12,Beef Bacon,kg,9.3,1,186.0
2024-04-12,Black Pepper,kg,0.372,1,186.0
2024-04-12,Black Pepper Sauce,liter,29.6,1,592.0
2024-04-12,Black Tea,kg,4.395,2,879.0
2024-04-12,Butter,kg,20.32,1,1016.0
2024-04-12,Cheese,kg,5.58,1,186.0
2024-04-12,Chicken,kg,55.98,1,311.0
2024-04-12,Chicken Thigh,kg,118.4,1,592.0
2024-04-12,Chili,kg,2.0,1,200.0
2024-04-12,Chili Sauce,liter,6.22,1,311.0
2024-04-12,Chives,kg,3.45,1,345.0
2024-04-12,Cockles,kg,17.25,1,345.0
2024-04-12,Coconut Milk,liter,188.2,2,1188.0
2024-04-12,Coleslaw,kg,59.2,1,592.0
2024-04-12,Condensed Milk,liter,13.850000000000001,1,277.0
2024-04-12,Cream,liter,25.6,1,256.0
2024-04-12,Cucumber,kg,9.33,1,311.0
2024-04-12,Curry,liter,59.60000000000001,1,596.0
2024-04-12,Egg,pieces,596.0,1,596.0
2024-04-12,Eggs,pieces,186.0,1,186.0
2024-04-12,Evaporated Milk,liter,13.850000000000001,1,277.0
